Level,NACE,Description,CPRS Main,CPRS2,CPRS Granular,Note on CPRS,IAM,NGFS3,NOTESOnMapping
1,A,"AGRICULTURE, FORESTRY AND FISHING",6-agric. etc.,6-agric. etc|agriculture,n.a.,,,,
2,A.01,"Crop and animal production, hunting and related service activities",6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
3,A.01.1,Growing of non-perennial crops,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.11,"Growing of cereals (except rice), leguminous crops and oil seeds",6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.12,Growing of rice,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.13,"Growing of vegetables and melons, roots and tubers",6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.14,Growing of sugar cane,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.15,Growing of tobacco,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.16,Growing of fibre crops,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.19,Growing of other non-perennial crops,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|non-perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
3,A.01.2,Growing of perennial crops,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.21,Growing of grapes,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.22,Growing of tropical and subtropical fruits,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.23,Growing of citrus fruits,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.24,Growing of pome fruits and stone fruits,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.25,Growing of other tree and bush fruits and nuts,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.26,Growing of oleaginous fruits,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.27,Growing of beverage crops,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.28,"Growing of spices, aromatic, drug and pharmaceutical crops",6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.29,Growing of other perennial crops,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|perennial crops,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
3,A.01.3,Plant propagation,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
4,A.01.30,Plant propagation,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
3,A.01.4,Animal production,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
4,A.01.41,Raising of dairy cattle,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.42,Raising of other cattle and buffaloes,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.43,Raising of horses and other equines,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.44,Raising of camels and camelids,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.45,Raising of sheep and goats,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.46,Raising of swine/pigs,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.47,Raising of poultry,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.49,Raising of other animals,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture|livestock,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
3,A.01.5,Mixed farming,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.50,Mixed farming,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
3,A.01.6,Support activities to agriculture and post-harvest crop activities,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.61,Support activities for crop production,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Crops,Agricultural Production|Non-Energy|Crops,
4,A.01.62,Support activities for animal production,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,Agricultural Production|Non-Energy|Livestock,Agricultural Production|Non-Energy|Livestock,
4,A.01.63,Post-harvest crop activities,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
4,A.01.64,Seed processing for propagation,6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
3,A.01.7,"Hunting, trapping and related service activities",6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
4,A.01.70,"Hunting, trapping and related service activities",6-agric. etc.,6-agric. etc|agriculture,agric. etc|agriculture,At this stage activities in CPRS granular for Agriculture mapped are 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon farming practices. It is not done here.,,,
2,A.02,Forestry and logging,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
3,A.02.1,Silviculture and other forestry activities,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry|afforestation & reforestation,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,Land Cover|Forest,Land Cover|Forest|Managed,
4,A.02.10,Silviculture and other forestry activities,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry|afforestation & reforestation,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,Land Cover|Forest,Land Cover|Forest|Managed,
3,A.02.2,Logging,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
4,A.02.20,Logging,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
3,A.02.3,Gathering of wild growing non-wood products,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
4,A.02.30,Gathering of wild growing non-wood products,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
3,A.02.4,Support services to forestry,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry|afforestation & reforestation,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
4,A.02.40,Support services to forestry,6-agric. etc.,6-agric. etc|forestry,agric. etc|forestry|afforestation & reforestation,At this stage activities in CPRS granular for Forestry are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon forestry practices. It is not done here.,,,
2,A.03,Fishing and aquaculture,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
3,A.03.1,Fishing,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
4,A.03.11,Marine fishing,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
4,A.03.12,Freshwater fishing,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
3,A.03.2,Aquaculture,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
4,A.03.21,Marine aquaculture,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
4,A.03.22,Freshwater aquaculture,6-agric. etc.,6-agric. etc|fishing,agric. etc|fishing,At this stage activities in CPRS granular for Fishing are mapped 1-1 with NACE 3 digits. It is possible to distinguish between high carbon and low carbon fishing practices. It is not done here.,,,
1,B,MINING AND QUARRYING,,,n.a.,,,,
2,B.05,Mining of coal and lignite,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Primary Energy|Coal,
3,B.05.1,Mining of hard coal,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Primary Energy|Coal,
4,B.05.10,Mining of hard coal,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Primary Energy|Coal,
3,B.05.2,Mining of lignite,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Primary Energy|Coal,
4,B.05.20,Mining of lignite,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Primary Energy|Coal,
2,B.06,Extraction of crude petroleum and natural gas,1-fossil-fuel,1-fossil|oil&gas,fuel|fossil|oil&gas,,Primary Energy|Fossil,Primary Energy|Oil,
3,B.06.1,Extraction of crude petroleum,1-fossil-fuel,1-fossil|oil,fuel|fossil|oil,,Primary Energy|Oil,Primary Energy|Oil,
4,B.06.10,Extraction of crude petroleum,1-fossil-fuel,1-fossil|oil,fuel|fossil|oil,,Primary Energy|Oil,Primary Energy|Oil,
3,B.06.2,Extraction of natural gas,1-fossil-fuel,1-fossil|gas,fuel|fossil|gas|manufacturing,,Primary Energy|Gas,Primary Energy|Gas,
4,B.06.20,Extraction of natural gas,1-fossil-fuel,1-fossil|gas,fuel|fossil|gas|manufacturing,,Primary Energy|Gas,Primary Energy|Gas,
2,B.07,Mining of metal ores,3-energy-intensive,3-energy-intensive,energy-intensive|non-fossil mining,,Final Energy|Industry,Production|Steel,Where possible we choose IAM variables that reflect production volumes rather than relying on equivalence production - energy demand
3,B.07.1,Mining of iron ores,3-energy-intensive,3-energy-intensive,energy-intensive|non-fossil mining,,Final Energy|Industry,Production|Steel,
4,B.07.10,Mining of iron ores,3-energy-intensive,3-energy-intensive,energy-intensive|non-fossil mining,,Final Energy|Industry,Production|Steel,
3,B.07.2,Mining of non-ferrous metal ores,9-other,9-other,other,,,,
4,B.07.21,Mining of uranium and thorium ores,9-other,9-other,other,,Primary Energy|Nuclear,Primary Energy|Nuclear,
4,B.07.29,Mining of other non-ferrous metal ores,3-energy-intensive,3-energy-intensive,energy-intensive|non-fossil mining,,Final Energy|Industry,Final Energy|Industry,
2,B.08,Other mining and quarrying,9-other,9-other,other,,,,
3,B.08.1,"Quarrying of stone, sand and clay",9-other,9-other,other,,,,
4,B.08.11,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",9-other,9-other,other,,,,
4,B.08.12,Operation of gravel and sand pits; mining of clays and kaolin,9-other,9-other,other,,,,
3,B.08.9,Mining and quarrying n.e.c.,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,B.08.91,Mining of chemical and fertiliser minerals,3-energy-intensive,3-energy-intensive,energy-intensive|non-fossil mining,,Final Energy|Industry,Final Energy|Industry,
4,B.08.92,Extraction of peat,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Primary Energy|Coal,
4,B.08.93,Extraction of salt,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,B.08.99,Other mining and quarrying n.e.c.,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,B.09,Mining support service activities,1-fossil-fuel,1-fossil|coal,fuel|fossil,,Primary Energy|Fossil,Primary Energy|Fossil,
3,B.09.1,Support activities for petroleum and natural gas extraction,1-fossil-fuel,1-fossil,fuel|fossil|oil&gas,,Primary Energy|Fossil,Primary Energy|Fossil,
4,B.09.10,Support activities for petroleum and natural gas extraction,1-fossil-fuel,1-fossil,fuel|fossil|oil&gas,,Primary Energy|Fossil,Primary Energy|Fossil,
3,B.09.9,Support activities for other mining and quarrying,9-other,9-other,energy-intensive|non-fossil mining,,,,
4,B.09.90,Support activities for other mining and quarrying,9-other,9-other,energy-intensive|non-fossil mining,,,,
1,C,MANUFACTURING,,,n.a.,,,,
2,C.10,Manufacture of food products,9-other,9-other,other,,,,
3,C.10.1,Processing and preserving of meat and production of meat products,9-other,9-other,other,,,,
4,C.10.11,Processing and preserving of meat,9-other,9-other,other,,,Agricultural Production|Non-Energy|Livestock,
4,C.10.12,Processing and preserving of poultry meat,9-other,9-other,other,,,Agricultural Production|Non-Energy|Livestock,
4,C.10.13,Production of meat and poultry meat products,9-other,9-other,other,,,Agricultural Production|Non-Energy|Livestock,
3,C.10.2,"Processing and preserving of fish, crustaceans and molluscs",9-other,9-other,other,,,Agricultural Production|Non-Energy|Livestock,
4,C.10.20,"Processing and preserving of fish, crustaceans and molluscs",9-other,9-other,other,,,Agricultural Production|Non-Energy|Livestock,
3,C.10.3,Processing and preserving of fruit and vegetables,9-other,9-other,other,,,Agricultural Production|Non-Energy|Crops,
4,C.10.31,Processing and preserving of potatoes,9-other,9-other,other,,,Agricultural Production|Non-Energy|Crops,
4,C.10.32,Manufacture of fruit and vegetable juice,9-other,9-other,other,,,Agricultural Production|Non-Energy|Crops,
4,C.10.39,Other processing and preserving of fruit and vegetables,9-other,9-other,other,,,Agricultural Production|Non-Energy|Crops,
3,C.10.4,Manufacture of vegetable and animal oils and fats,9-other,9-other,other,,,Agricultural Production|Non-Energy|Crops,
4,C.10.41,Manufacture of oils and fats,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Agricultural Production|Non-Energy|Crops,
4,C.10.42,Manufacture of margarine and similar edible fats,9-other,9-other,other,,,,
3,C.10.5,Manufacture of dairy products,9-other,9-other,other,,,Agricultural Production|Non-Energy|Livestock,
4,C.10.51,Operation of dairies and cheese making,9-other,9-other,other,,,,
4,C.10.52,Manufacture of ice cream,9-other,9-other,other,,,,
3,C.10.6,"Manufacture of grain mill products, starches and starch products",9-other,9-other,other,,,,
4,C.10.61,Manufacture of grain mill products,9-other,9-other,other,,,,
4,C.10.62,Manufacture of starches and starch products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.10.7,Manufacture of bakery and farinaceous products,9-other,9-other,other,,,,
4,C.10.71,Manufacture of bread; manufacture of fresh pastry goods and cakes,9-other,9-other,other,,,,
4,C.10.72,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,9-other,9-other,other,,,,
4,C.10.73,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",9-other,9-other,other,,,,
3,C.10.8,Manufacture of other food products,9-other,9-other,other,,,,
4,C.10.81,Manufacture of sugar,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.10.82,"Manufacture of cocoa, chocolate and sugar confectionery",9-other,9-other,other,,,,
4,C.10.83,Processing of tea and coffee,9-other,9-other,other,,,,
4,C.10.84,Manufacture of condiments and seasonings,9-other,9-other,other,,,,
4,C.10.85,Manufacture of prepared meals and dishes,9-other,9-other,other,,,,
4,C.10.86,Manufacture of homogenised food preparations and dietetic food,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.10.89,Manufacture of other food products n.e.c.,9-other,9-other,other,,,,
3,C.10.9,Manufacture of prepared animal feeds,9-other,9-other,other,,,,
4,C.10.91,Manufacture of prepared feeds for farm animals,9-other,9-other,other,,,,
4,C.10.92,Manufacture of prepared pet foods,9-other,9-other,other,,,,
2,C.11,Manufacture of beverages,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.11.0,Manufacture of beverages,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.11.01,"Distilling, rectifying and blending of spirits",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.11.02,Manufacture of wine from grape,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.11.03,Manufacture of cider and other fruit wines,9-other,9-other,other,,,,
4,C.11.04,Manufacture of other non-distilled fermented beverages,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.11.05,Manufacture of beer,9-other,9-other,other,,,,
4,C.11.06,Manufacture of malt,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.11.07,Manufacture of soft drinks; production of mineral waters and other bottled waters,9-other,9-other,other,,,,
2,C.12,Manufacture of tobacco products,9-other,9-other,other,,,,
3,C.12.0,Manufacture of tobacco products,9-other,9-other,other,,,,
4,C.12.00,Manufacture of tobacco products,9-other,9-other,other,,,,
2,C.13,Manufacture of textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.13.1,Preparation and spinning of textile fibres,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.10,Preparation and spinning of textile fibres,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.13.2,Weaving of textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.20,Weaving of textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.13.3,Finishing of textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.30,Finishing of textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.13.9,Manufacture of other textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.91,Manufacture of knitted and crocheted fabrics,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.92,"Manufacture of made-up textile articles, except apparel",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.93,Manufacture of carpets and rugs,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.94,"Manufacture of cordage, rope, twine and netting",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.95,"Manufacture of non-wovens and articles made from non-wovens, except apparel",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.96,Manufacture of other technical and industrial textiles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.13.99,Manufacture of other textiles n.e.c.,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.14,Manufacture of wearing apparel,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.14.1,"Manufacture of wearing apparel, except fur apparel",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
